V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
3000,78063,2,36,3500,2,2,77977,79346,2,76918,3000,79071,3300,2,0,2,6500,81713,100000
5950,66447,0,37,2391,0,0,68200,66759,0,71248,1985,72972,2518,2,0,0,1782,50610,70000
5935,162567,0,49,5821,0,0,145992,163900,0,125596,4283,124841,5000,0,4263,0,4200,113105,180000
5000,103078,0,47,10000,0,0,115173,111729,0,119370,5000,116513,6500,0,5000,0,5000,121516,220000
6074,3602,-2,36,6107,-2,-2,4536,6107,-2,0,1662,6074,4538,-2,0,-2,817,817,290000
2500,76704,0,41,2405,0,0,50896,50301,0,53084,2000,52554,2000,0,2000,0,1968,54197,170000
7000,133845,0,31,7000,0,0,130264,126804,0,132215,5500,133603,7000,0,5500,0,5100,131848,130000
5000,117391,2,42,5400,2,2,121993,119378,2,124578,5100,123503,6000,2,4600,1,5000,127434,130000
8543,325056,0,32,13294,0,0,322273,327591,0,208257,7500,272890,12131,0,10185,0,8290,206609,310000
1000,115400,0,31,2006,0,0,8581,26721,0,2654,1107,2475,1407,0,1000,0,1000,2676,180000
1554,780,-1,27,0,2,-1,390,390,-1,5705,0,1554,390,-1,5705,-1,2000,6386,210000
7000,58308,0,33,10000,0,0,60011,64927,0,39945,3000,49409,8160,0,2000,0,37000,49932,490000
5348,2398,-1,41,2294,-1,-1,3593,2289,-1,1994,2013,5332,3601,-1,2802,-1,5801,5782,260000
3000,76282,0,40,3705,0,0,67443,78800,0,70572,4000,68720,4000,0,3000,0,3000,72275,150000
2585,79091,0,29,2235,0,0,63317,62575,0,43505,2111,63903,2493,0,1683,0,1901,43995,170000
1700,35232,2,35,4000,0,0,37433,38329,0,39468,4000,38507,0,0,1600,0,1500,40183,90000
3800,102122,0,28,322,2,0,82342,96193,0,82177,3023,81967,3600,0,3000,1,3000,78840,100000
569,59071,-1,41,2000,0,-2,364,58830,-1,-649,1000,-649,17864,-2,0,0,0,-649,210000
1900,43662,0,34,1800,0,0,45775,44733,0,48128,2000,46911,1764,0,2000,0,4000,51182,70000
0,230,-2,36,469,-2,-2,899,469,-2,0,1051,0,899,-2,0,-2,0,0,300000
0,0,-2,34,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,20000
2656,9713,-1,44,264,-1,-1,252,264,-1,5410,0,2632,252,-1,5410,-1,5834,5834,280000
1876,1876,-1,37,2716,-1,-1,1876,2716,-1,1876,10267,1876,1876,-1,1876,-1,1870,1870,280000
229,899,-2,32,0,-2,-2,-1,-1,-2,1374,3880,228,0,-2,1380,-2,381,380,200000
6695,3316,-1,33,3446,-1,0,6186,3385,-1,7173,2401,6695,6186,0,4000,-1,955,5094,180000
0,-25,-1,34,0,-2,-1,2062,-25,-1,311,224,-1,2087,-1,312,1,2015,2005,240000
1627,48237,0,32,1755,0,0,43763,49097,0,38530,1822,37657,1614,0,1500,0,1500,39409,50000
2468,1183,0,35,41263,-1,0,40206,41263,0,43182,1501,42184,2500,0,1466,2,1328,42674,70000
3424,92454,2,47,4100,2,0,91710,94156,0,49810,1814,79884,0,0,1790,2,2012,51012,90000
2800,57810,0,33,2100,0,0,58283,56189,0,57792,2200,59385,3000,0,2000,0,2000,59010,60000
6264,-3,-1,33,4535,-1,0,0,4532,-1,6392,407,6264,0,0,128,1,0,2538,230000
860,1309,-1,48,1000,0,-1,1787,2158,-1,896,3123,860,1787,-1,900,-1,1087,1087,50000
10000,286391,0,41,10000,0,0,112394,140960,0,123967,10000,113459,5620,0,20000,0,10000,131735,290000
4042,441,-2,35,0,-2,-2,3514,0,-2,8606,10332,4042,3514,-2,8606,-2,1870,1870,200000
2018,4480,0,32,3000,0,0,6930,7354,0,2435,3000,6090,3000,0,1200,0,1500,2074,180000
10143,183898,0,36,60075,0,0,326074,185268,0,251815,5208,276519,160444,0,7190,0,6283,218706,340000
3516,24477,-2,41,23722,-2,-2,4791,23722,-2,7475,2120,3516,4791,-2,7475,-2,5352,5352,230000
3203,89129,0,33,3308,0,0,84447,89543,0,68234,3000,78238,3014,0,3000,0,3000,69684,90000
15948,41305,-1,34,206032,-1,0,21153,206028,-1,14417,22934,15631,21153,0,10000,-1,10000,12228,400000
1500,30026,0,34,2000,0,0,14027,29239,0,14331,1000,13559,1518,0,1000,0,1000,14948,90000
48858,29178,-1,44,26963,-1,-1,33166,26963,-1,66050,37509,48858,33169,-1,66050,-1,43769,43769,500000
3673,5119,-1,39,20965,-1,-1,3702,20927,-1,1883,0,3673,3702,0,0,-1,384,384,210000
3000,28467,0,39,2000,0,0,48376,22308,0,27089,2280,26013,3000,0,1500,0,1500,28161,30000
50000,269472,0,39,8229,0,0,276979,253792,0,239280,4876,238527,150062,0,4786,0,4779,238926,280000
0,384,-2,32,717,-2,-2,409,717,-2,944,2281,0,409,-2,944,-2,534,534,350000
9833,11924,-2,33,16615,-2,-2,3273,16615,-2,6580,4697,9833,3273,-2,6580,-2,6080,6080,380000
2734,62474,2,35,2757,2,0,59601,62878,0,59094,2174,60422,0,0,2254,2,2178,59862,390000
319,0,-2,35,319,-2,-2,10567,319,-2,319,2420,319,10567,-2,319,-2,319,319,220000
7146,4131,-1,42,24255,-1,-2,7838,24255,-1,-320,32000,7139,7862,-1,0,-1,0,-320,210000
1004,0,-2,37,0,-2,-2,0,0,-1,0,0,1004,0,-1,0,1,0,0,20000
0,0,-2,45,0,-2,-1,0,0,-2,0,0,0,0,-2,0,1,10640,10640,150000
1500,58127,0,40,2800,0,0,58196,59345,0,32834,1200,47007,2200,0,1200,0,1100,29116,60000
1290,15240,0,45,1574,0,0,17678,16252,0,18784,697,18658,2000,0,806,0,824,18779,50000
5000,17412,0,43,1328,0,-2,19245,18455,0,0,0,18370,1637,0,0,-1,0,0,360000
0,22724,2,39,3221,0,0,19890,21019,2,19037,0,19271,1602,0,1000,0,1709,20448,150000
0,891,-2,44,0,-1,-1,-33,-33,-2,267,0,-33,0,-1,300,-1,144,144,250000
16,4696,-1,37,2033,0,0,1464,6579,-1,13916,2019,-2800,1485,-1,20016,0,2016,12517,540000
24534,58639,0,39,30000,0,0,43399,66698,0,25341,20839,44534,2000,0,5000,0,20000,20000,440000
1085,3950,-2,49,0,-1,-1,0,0,-2,445,247,1085,0,-2,447,-1,145,145,290000
0,0,-1,49,0,-2,-1,390,-390,-1,-390,1170,0,1560,-2,0,1,1170,390,130000
10012,120452,0,44,100000,0,0,212134,190135,0,222520,10000,201014,50000,0,50000,0,10000,208271,500000
1578,575,-1,49,25622,-1,-1,4992,25622,-1,1216,15964,1578,4992,-1,1216,-1,4475,4475,150000
5000,128649,0,35,5500,0,0,127102,100902,0,66925,3000,65517,7328,0,2500,0,2500,68344,130000
0,780,-1,43,177,-1,0,1583,177,2,630,1080,1020,1583,0,0,-1,0,240,40000
3600,91982,2,39,8900,0,0,96898,99328,0,100160,5000,97990,0,0,3800,0,3800,102190,130000
700,717,-2,34,597,-2,-2,1217,594,-2,650,17,697,1223,-2,653,-2,691,691,160000
3634,131221,0,45,10006,0,0,128884,128161,0,67739,2394,124514,5069,0,2476,-1,3019,69614,130000
0,61785,0,30,3000,0,2,68125,63150,2,73312,5700,66432,6000,2,8023,0,0,72015,150000
4836,1876,2,28,0,3,0,429,1690,-1,1170,0,4836,0,0,0,-1,0,780,50000
2600,11049,0,32,57301,-1,0,59375,57301,0,59842,11022,60216,3000,0,1000,0,1817,46882,340000
25000,89282,2,35,6201,2,2,68552,91247,2,39573,0,67324,0,2,0,2,2235,28610,90000
1626,37034,0,25,1586,0,0,37252,37698,0,38445,1399,38254,1624,0,1377,0,1448,39273,50000
1900,48890,0,37,1787,0,0,48102,49083,0,9551,199,91452,2247,0,382,0,195,9746,50000
0,3098,0,46,0,2,-2,3800,2901,0,0,0,0,1000,-2,0,1,0,0,20000
3783,168161,0,31,5000,0,0,130769,133113,0,49839,0,95962,5032,0,2021,0,3000,46824,210000
0,0,-2,31,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,300000
0,232,-2,31,0,-1,-1,0,0,-2,0,0,0,0,-2,0,-1,500,500,220000
6123,214711,0,27,10440,0,0,139310,179651,0,168839,10056,143215,13360,0,28002,0,6116,171153,360000
746,2175,-1,29,358,-1,-1,1872,358,-1,746,0,746,1872,0,0,-1,4424,4424,80000
5390,8561,-2,36,1364,-2,-2,15714,682,-2,43386,0,5390,15714,-2,43386,-2,0,0,500000
22000,18358,0,34,1300,0,0,8374,14764,0,28333,1400,29525,1300,0,1000,0,1012,27879,90000
3047,2936,-2,43,1676,-2,-2,743,1669,-2,1927,159,3040,743,-2,1927,-2,14713,14713,300000
0,1500,-2,44,0,2,-2,0,0,-2,0,0,0,0,-2,0,2,0,0,160000
2004,88093,0,30,0,2,2,54727,85730,0,58529,2083,55506,1984,0,4251,1,0,57157,90000
8013,239278,0,33,9582,0,0,238641,237018,0,196830,6609,230758,9963,0,6658,0,7059,201112,240000
2959,4942,0,30,2554,-1,0,1249,2554,-1,7079,0,2959,1000,0,5000,0,1000,1880,230000
430,12780,-1,28,850,-1,-1,850,850,-1,840,860,430,850,-1,840,0,430,430,150000
2802,96950,0,40,3255,0,0,86595,93571,0,77747,3500,81077,3056,0,2813,0,4000,78913,110000
13557,358895,0,28,0,2,0,345088,346575,0,265953,11000,341811,14579,0,12000,1,5000,93300,350000
2713,108,-2,37,709,-2,-2,11726,709,-2,2659,3676,2628,11726,-2,2659,-2,4483,4483,30000
0,-9,-1,29,3274,-1,-1,6125,3265,-1,0,6216,0,6129,-2,0,1,29961,29961,270000
10000,91224,0,39,10000,0,0,99433,93025,0,110567,5000,107659,10000,0,10000,0,5000,99935,320000
12241,62774,0,30,10284,0,0,74806,68284,0,80298,52319,82241,10806,0,1606,0,1119,53289,430000
76,0,-2,31,0,-2,-1,0,0,-1,76,0,76,0,-1,0,1,0,76,140000
1000,7398,0,31,1500,0,0,1651,2009,0,1208,790,1823,1177,0,550,0,0,0,110000
0,0,-2,35,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,300000
2000,5130,2,40,0,3,2,4679,4903,2,6344,0,6596,0,2,0,-1,3000,9067,300000
1252,29087,2,37,2100,0,0,20958,30589,0,19846,1000,21637,1000,0,500,0,1000,12770,230000
1052,54801,0,39,5336,0,-2,18596,52714,0,0,0,9760,1268,0,0,0,0,0,70000
1000,3188,0,48,6239,-1,0,7304,6239,0,5357,112,5050,1185,0,307,0,109,5466,80000
14956,6607,-1,33,6205,-1,0,-1573,6205,-1,4104,3274,12481,675,0,0,-1,0,2052,80000
0,0,0,34,60559,-1,-1,56317,60559,0,0,1222,0,1126,-2,0,1,567,567,60000
7000,198595,0,43,7003,0,0,190447,194734,0,183641,6001,187224,7000,0,6510,0,6550,178239,200000
0,51072,2,38,0,2,0,39635,49889,2,33229,3000,35130,4000,0,1500,1,2000,32171,600000
0,15833,2,46,0,3,0,17021,15286,3,15901,1400,16461,2277,2,0,4,800,16294,20000
3119,-1474,0,32,140916,-1,0,145900,137049,0,149712,57916,146168,10000,0,3744,1,0,-288,150000
1879,69886,0,32,2177,0,0,71403,70950,0,53786,1539,69478,2216,0,1563,0,2000,52791,310000
6223,18021,0,33,0,2,0,15463,17374,0,14245,0,17314,3027,0,0,1,0,0,200000
1554,10559,0,37,1621,0,-1,14286,11991,-1,6554,5308,1554,5000,0,5000,0,2615,2615,80000
2195,1133,-2,36,0,-2,-2,1342,0,-2,0,1000,2195,1342,-2,0,-2,37800,37800,350000
5000,105679,2,37,11000,0,2,117856,115049,2,116284,4000,119570,6000,2,0,0,9000,123528,190000
10890,10495,-1,32,2150,-1,0,46975,2150,-1,8974,65325,10880,46975,-1,8974,-1,30000,36805,250000
7788,163550,0,38,5966,0,0,171803,166795,0,175157,10000,175248,7692,0,6267,0,6513,178850,260000
3326,4720,-2,33,25488,-2,-2,7022,25488,-2,2745,1543,3321,7022,-2,2745,-2,500,500,410000
7387,76762,-2,47,107124,-2,-2,19046,107039,-2,16336,98205,7359,19058,-2,16475,-2,20040,20040,520000
1712,77020,0,39,3179,0,0,49428,76246,0,46073,1727,34024,1699,0,22965,0,1706,47038,80000
1500,25298,0,45,2000,0,0,27662,26866,0,28494,0,28474,2000,0,1000,0,0,0,30000
380478,140179,0,44,5000,0,0,82803,112498,-1,368527,7000,380337,8340,0,12625,0,60000,390197,600000
1586,60707,0,34,2102,0,-1,59690,59675,0,28494,1212,59513,2922,0,570,2,31110,29149,60000
1567,1154,-1,31,1368,-1,-1,1080,1368,-1,788,1638,1567,1080,-1,788,-1,0,0,210000
1350,7842,-2,37,6380,-2,-2,16098,6380,-2,558,128934,1350,16098,-2,558,-2,0,0,270000
4000,-106,-2,44,3000,-2,-2,25417,2894,-2,1794,10000,3839,25500,-2,2000,-2,2459,2459,270000
6063,2263,-2,46,3448,-2,-2,2124,3441,-2,2975,1841,6041,2124,-2,2975,-2,3441,3441,200000
5000,189,-1,46,2249,-1,-2,3551,2249,0,0,0,6180,3551,0,0,-1,0,0,20000
600,8217,0,32,2000,0,2,12146,9910,2,14750,600,11954,2400,2,3000,0,0,14371,20000
1400,29498,0,33,1,2,0,29761,28718,0,29803,67,30203,2000,0,0,2,0,29803,30000
3200,31708,0,30,0,2,2,31953,30904,0,34951,1500,34308,1850,2,1500,1,0,34261,100000
3000,3610,0,32,12000,0,0,19563,15427,0,21994,1000,21994,5000,0,3000,-1,2000,8391,110000
4500,7384,2,30,3000,0,2,9945,10253,2,13743,0,14269,0,2,0,0,2500,16011,100000
3242,7563,-2,32,0,-1,-1,-12,-12,-1,387,0,3230,0,-1,387,-1,1642,1642,90000
0,5000,-2,33,0,-2,-2,5000,0,-2,254,1150,0,5000,-2,254,-2,9366,9366,240000
1500,16566,0,32,9076,0,0,15204,20213,0,14139,7000,13529,8000,0,1500,0,519,14496,390000
0,60558,0,32,1900,0,-2,0,30900,-2,0,0,0,0,-2,0,0,0,0,110000
30000,345053,0,33,13206,0,0,321019,336467,0,206081,104000,272838,36000,0,30000,0,30000,163130,430000
243,766,-1,31,243,-1,-1,243,243,-1,4889,13868,243,243,-1,4889,-1,243,243,180000
2559,86082,0,31,3550,0,0,78380,78328,2,66828,3000,77102,6000,2,45,0,3033,58520,310000
0,18480,-2,33,3978,-2,-2,-86,3958,-2,17315,18207,-86,0,-2,17401,-2,15036,14961,260000
3188,5458,0,32,1500,0,0,12950,5175,0,12167,2810,11188,7956,0,2200,0,7000,14873,50000
9,1248,3,30,1701,-1,-1,1551,1701,2,479,0,1410,0,0,0,2,3158,3158,120000
2551,18519,0,32,3000,0,0,18600,19926,0,20759,3575,13551,4003,0,15579,0,11200,21200,150000
6436,141292,0,45,4719,0,0,136267,131970,0,140315,5549,138934,6419,0,5113,0,5210,139258,150000
4034,0,-1,46,0,-2,-1,224,0,-1,0,0,4034,224,-1,0,1,2062,2062,380000
0,16335,2,35,0,2,0,18411,15780,2,18009,774,17809,3200,0,765,1,700,16595,20000
5169,58448,0,37,5000,0,0,67153,60182,0,64120,0,64079,10000,0,2322,0,5174,61295,500000
0,0,-2,45,10221,-2,-2,1356,10221,-2,984,81,0,1356,-2,984,-2,134,134,200000
2700,9253,0,47,50000,0,0,57614,56120,0,57302,3000,58699,3000,0,3000,0,3000,51812,60000
1149,9141,0,40,1138,0,0,9635,9046,0,10118,1000,10197,1157,0,500,0,1000,10535,200000
0,0,2,45,2500,-1,-2,2500,2500,2,0,0,0,0,-2,0,-2,0,0,360000
2080,6305,-2,41,6332,-2,-2,1556,5692,-2,4403,0,2080,1742,-2,4409,-2,3405,3405,500000
7520,185155,0,38,6500,0,0,179899,180069,0,164553,7500,170716,8000,0,6000,0,6100,165326,200000
5506,230101,0,44,10125,0,0,223544,224517,0,61570,105451,147971,12966,0,1623,0,80000,80279,230000
1406,389,0,37,25742,-1,0,25998,25352,0,26710,966,26579,1435,0,927,-1,952,26871,50000
9500,48651,0,39,2200,0,0,49204,48939,0,28453,1000,46415,1739,0,1500,0,1210,29094,50000
3528,3096,-1,48,518,-1,-1,4988,518,-1,3642,1485,3528,5003,-1,3642,-1,14073,14073,230000
4323,73415,0,34,4002,0,0,78276,76188,0,78971,2700,81246,4000,0,3501,0,3000,80359,210000
3799,330,-1,36,3152,-1,-1,5400,3152,-1,574,1450,3799,5416,-1,577,-1,4899,4899,240000
2904,6746,-2,36,556,-2,-2,556,556,-2,556,3683,2904,556,-2,556,-2,4226,4226,80000
2039,0,-2,43,0,-2,-1,0,0,-1,0,312,2039,0,-1,0,1,4481,4481,380000
9301,6940,-1,43,6200,-1,-1,6962,6200,-1,9266,6706,9301,6962,-1,9266,-1,6441,6441,150000
0,0,-2,44,1742,-2,-2,0,1742,-2,0,0,0,0,-2,0,-2,0,0,370000
0,-81,-2,38,0,-2,-2,-81,-81,-2,-81,0,-81,0,-2,0,-2,0,-81,210000
6700,14029,-2,44,9140,-2,0,11979,9035,-2,11972,8910,6667,12039,-1,11988,-2,22,8654,230000
1000,5488,0,34,1700,0,0,2840,1788,0,4750,0,3750,1090,0,1000,2,0,-10,240000
29000,12731,-1,41,7000,-1,0,10834,6684,-1,56660,5000,28540,15000,0,30000,-1,0,46213,230000
1197,3204,-1,40,4888,-1,-1,0,4888,-1,46834,5252,1197,0,-1,46834,-1,0,0,240000
1000,8710,0,42,1200,0,0,8810,9601,0,6307,3000,7637,1172,0,500,0,400,4877,10000
0,21340,2,39,1700,2,0,23017,22389,2,22791,30331,22349,1280,0,814,1,905,23331,80000
1000,20934,0,41,1500,0,-2,21196,21364,0,0,0,21715,1500,0,0,0,0,0,150000
2059,2893,-2,43,0,0,-2,230,0,-1,0,0,2059,230,-1,0,0,0,0,200000
492,15000,-2,43,18400,-2,-2,15000,18400,-2,14926,3000,492,15000,-2,15000,-2,7725,7626,400000
1729,2667,-1,40,2035,-1,-1,32194,2035,-1,590,16059,1729,32194,-1,590,-1,9628,9628,80000
1606,34186,0,42,1569,0,0,36512,35186,0,37105,1600,36382,1895,0,1329,-1,1528,38034,160000
614,5366,-2,41,0,-2,-2,6911,-34,-2,2631,6242,611,6945,-2,2634,-2,4606,4583,240000
12816,1417,-1,48,0,-1,-1,355,-3,-1,0,210,12816,358,-1,0,-1,102,102,210000
2049,45989,0,39,2081,0,0,48330,47302,0,48578,1882,47763,2109,0,1864,0,1923,49015,50000
0,900,-1,39,1945,-1,-2,0,1945,-2,0,1720,0,0,-2,0,-1,0,0,230000
7037,270776,0,34,11080,0,0,215686,263983,0,82775,2011,186680,8054,0,2010,0,50186,107595,310000
11564,6757,-2,37,9505,-2,-2,12171,9505,-2,28731,8602,11345,12176,-2,29321,-2,67206,67206,500000
0,15379,2,42,3000,0,2,19212,17802,2,19604,1600,18608,2000,2,1600,0,0,19155,20000
0,0,-2,34,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,150000
0,11771,-2,44,13462,-2,-2,17706,13462,-2,5646,7376,0,17706,-2,5646,-2,14793,14793,210000
0,0,-2,40,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,300000
30000,134072,0,31,15003,0,0,133882,133604,0,134250,27380,135954,15877,0,14250,0,9971,129971,410000
12500,270553,0,41,10900,0,0,262153,255348,0,169474,5200,260025,12500,0,7000,0,5000,130705,360000
1771,67810,0,38,1980,0,0,48294,61602,0,48831,2026,49242,1823,0,1896,0,3232,51125,230000
0,97066,0,42,2000,0,-1,0,95040,-2,0,2972,0,0,-2,0,0,217,217,150000
4616,2124,-2,43,3048,-2,-1,2448,3027,-2,0,430,4590,2460,-2,0,-2,430,430,350000
9000,307388,0,39,12936,0,0,249018,280090,0,253331,8000,252496,9190,0,8100,0,8100,238051,380000
0,-18,-2,35,0,-2,-2,-18,-18,-2,-18,0,-18,0,-2,0,1,0,-18,180000
7070,2167,-2,31,9003,-2,-2,1301,9003,-2,3486,4760,7066,1301,-2,3688,-2,12191,12191,200000
6535,8359,-2,40,14518,-2,-2,6791,14447,-2,5093,10026,6495,6835,-2,5118,1,5529,5503,220000
0,5631,-2,43,404,-2,-2,-3,404,-2,352,2090,-3,0,-2,355,-2,0,0,470000
21643,1544,-2,38,463,-2,-2,1481,463,-2,2636,0,21640,1481,-2,2636,-2,4346,4346,150000
5459,99496,0,41,0,2,0,98427,97013,0,102734,8256,102250,3879,0,3675,1,3821,104901,160000
4573,1502,-2,33,3836,-2,-2,0,3806,-2,1242,3239,4573,0,-2,1242,-2,0,0,200000
2100,62775,2,48,3000,2,2,65516,64139,2,66267,800,65945,3000,2,2000,2,3500,68549,70000
5206,3640,-1,41,0,2,0,9445,1094,-1,14589,16563,5202,9453,-1,14589,-1,0,11673,310000
1679,5592,-1,41,0,-1,-1,1306,0,-1,620,1264,1623,1306,-1,620,-1,849,849,200000
5085,209781,0,43,6500,0,0,181870,180962,0,138349,27704,159975,6601,0,4087,0,4220,112371,210000
2004,61267,0,49,2179,0,0,61001,61300,0,58212,2057,58759,2226,0,2132,0,2030,56534,80000
2288,2934,-1,47,2843,-1,-1,1445,2843,-1,796,1073,2130,1445,-1,938,-1,2470,2470,150000
7986,250755,0,38,8339,0,0,173199,212839,0,122496,9335,165476,7032,0,4170,0,4205,117726,380000
0,846,-1,50,1831,-1,-1,2776,1831,-1,44110,2103,0,2776,-1,44110,-1,0,0,360000
0,6329,3,54,2415,2,2,8212,8488,2,8797,500,7931,0,2,1000,3,0,8514,20000
4000,59838,0,55,10000,0,0,59515,63860,0,44372,2200,48444,5000,0,4851,0,3000,45412,80000
400,1700,-2,53,8913,-2,-2,0,8913,-2,4186,2025,400,0,-2,4186,-2,6205,6205,490000
20567,47670,0,52,1954,0,0,49493,48447,0,18930,1000,48497,2000,0,1000,0,664,19329,50000
20793,16729,-1,57,8942,-1,-1,10301,8942,-1,14817,7005,20793,10321,-1,14817,-1,4614,4614,340000
30000,225614,0,51,10473,0,0,204121,232072,0,175416,20000,171051,8000,0,6000,0,6000,179754,240000
3364,22715,2,64,15506,0,0,35497,37818,0,7164,0,30164,17,0,0,0,0,7164,280000
1200,17016,0,54,1568,0,0,18298,17909,0,17781,0,18761,1737,0,0,0,0,10674,20000
8000,276377,0,52,12880,0,0,288983,282814,0,208435,4000,203517,13000,0,8600,0,9000,212674,290000
1959,78312,0,57,3459,0,0,76081,77359,0,27571,1482,76526,3500,0,982,0,2000,28783,80000
0,-190,-2,52,0,-2,0,-760,-760,-2,760,0,-760,0,-1,1520,1,0,760,30000
2602,88363,0,53,3200,0,0,88338,87235,0,50095,2000,78994,4000,0,2000,0,3000,48987,90000
0,25775,-2,59,0,0,-2,0,0,-2,0,0,0,0,-2,0,0,0,0,50000
155858,288015,0,51,4470,0,0,98651,148160,0,255017,1938,251331,9746,0,5869,0,1964,54705,200000
10000,8413,0,50,5000,0,0,15818,8611,0,20890,4686,21813,8000,0,10000,0,10000,29890,200000
10000,213457,0,51,17000,0,0,213682,226037,0,172407,10000,219016,10000,0,10000,0,10000,163690,230000
0,0,-2,51,0,-2,-1,0,0,-2,0,496,0,0,-2,0,-2,496,496,230000
2000,18379,0,57,1500,0,0,22729,19571,0,24940,1500,24346,3500,0,1000,0,1000,25539,70000
10249,3414,0,50,6640,-1,0,7428,6640,0,5380,2261,10234,1025,-1,5380,-2,5000,7532,200000
0,0,-2,52,0,-2,-2,0,0,-2,0,207,0,0,-2,0,1,0,0,360000
13000,352730,0,48,12370,0,0,317661,335226,0,316611,12000,319004,15012,0,12055,0,13368,314106,400000
0,24135,2,58,0,2,0,26755,23454,2,27310,0,26026,4000,0,2000,1,3000,29729,50000
34039,12982,-1,59,11138,-1,-1,10195,10114,-1,20854,39441,34010,10217,-1,20854,-1,64741,64741,300000
20000,588000,0,52,17559,0,0,288835,277559,0,273700,80013,281810,36500,0,36000,0,20000,269552,500000
0,845,-1,50,0,2,-1,1690,845,-1,1690,845,0,1690,-1,1690,-1,0,0,140000
9526,0,-1,48,5660,-1,-1,3730,5660,-1,0,200,9526,3730,-1,0,1,2680,2680,390000
1000,28594,0,52,5000,0,-1,29233,33080,0,-300,0,23340,3000,0,0,-1,31331,31031,50000
0,413,-1,49,0,-1,-2,103,0,-1,0,225,0,103,-2,0,-1,0,0,200000
1600,55498,0,54,2000,0,0,42486,56368,0,28900,600,24500,2000,0,5000,0,1000,29400,80000
40,0,-1,53,0,-2,-2,2007,0,-1,-40,0,-40,2007,-2,0,-2,8131,8091,240000
225,0,-2,54,0,-2,-2,0,0,-2,760,0,225,0,-2,760,-2,0,0,210000
1563,25416,0,50,1389,0,0,24084,26260,0,29863,500,23631,1602,0,8500,0,1100,29369,30000
0,0,-2,50,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,50000
2461,16060,-2,60,1605,-2,-2,4200,1605,-2,0,230,2461,4200,-2,0,-2,0,0,160000
1400,15887,0,50,1275,0,0,18379,16895,0,18620,0,19020,1759,0,0,2,380,19000,20000
0,0,-2,53,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,180000
0,-150,-1,55,0,-2,0,7342,-150,2,7172,16000,7029,7492,0,143,1,166,7338,120000
1400,19127,0,49,0,2,0,18359,16943,0,19600,0,19000,2000,0,1000,1,0,19600,20000
3000,1271,0,49,3000,0,0,7164,4241,0,9731,3000,10041,3000,2,0,-1,4000,13540,240000
0,0,-2,53,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,1150,1150,500000
0,80199,0,55,3900,0,-1,0,82300,-2,0,0,0,0,-2,0,-1,21585,21585,240000
2200,108711,0,49,6000,0,0,87817,107996,0,48126,2000,47175,4542,0,2000,0,2000,49234,130000
3776,71776,0,51,2046,0,0,74722,72909,0,78819,2500,77865,2413,0,2224,0,2448,80607,150000
7000,180227,0,53,11000,0,0,169614,186423,0,177427,9000,172297,8000,0,8000,0,8000,182399,210000
12208,664,-2,50,1086,-2,-2,7041,1086,-2,790,1077,12208,7041,-2,1109,-2,2009,2009,240000
0,60458,0,61,0,2,-2,53605,54438,0,0,0,0,1100,-2,0,3,0,0,50000
2004,57867,0,55,1920,0,0,54571,53214,0,42946,1598,42413,2230,0,1537,0,1589,43843,70000
22080,54661,0,54,183429,-1,0,303849,183429,0,307016,0,299996,203849,0,10000,-1,10000,308110,320000
2000,61349,0,50,2900,0,0,61952,61600,0,29095,21500,60661,3300,0,900,2,889,17636,60000
806,1561,-2,50,0,-1,-1,0,0,-1,1945,1315,806,0,-1,1945,-1,0,0,210000
5000,124619,0,51,6301,0,0,131045,128845,0,91111,4000,94390,6000,0,4000,0,3500,93112,130000
0,106341,2,50,5600,2,0,111510,108711,2,109065,4300,108253,6000,0,4100,2,4300,111447,280000
2001,2684,2,50,0,3,0,2321,2502,2,3914,23076,4247,0,2,4,2,1073,3242,80000
12610,7640,-1,57,9369,-1,-1,12261,9369,-1,3160,2098,12610,12277,0,0,-1,9380,9380,280000
6500,225028,0,65,8165,0,0,174617,188891,0,182251,7500,178214,6500,0,7000,0,7000,186144,260000
316,1376,-2,52,4038,-2,-1,313,4038,-2,657,3039,316,313,-2,657,-2,993,993,250000
0,0,-2,55,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,180000
0,2890,-1,57,390,-1,0,1380,390,2,1170,0,390,1380,-1,1170,-1,0,390,300000
3000,24597,2,49,3000,2,-1,23117,26852,0,29410,23771,24800,0,0,5000,1,23905,23905,30000
17384,-4316,-1,29,65000,-1,-1,187734,60054,-1,10658,46677,17328,188000,-1,20000,1,78000,77898,360000
1000,11633,0,30,1200,0,-1,13038,12294,0,5765,507,13751,1287,-1,5819,-1,26957,21784,400000
0,15678,2,27,0,2,0,17973,15129,2,11401,2000,31269,3100,0,2000,1,1000,8311,20000
